CODE,DESCRIPTION,IP_SRVC_CTG_SHORT,OP_SRVC_CTG_SHORT,PH_SRVC_CTG_SHORT
G8808,E&M,,EVMN,EVMN
G8810,E&M,,EVMN,EVMN
G8811,E&M,,EVMN,EVMN
G8815,E&M,,EVMN,EVMN
G8817,E&M,,EVMN,EVMN
G8818,E&M,,EVMN,EVMN
G8826,E&M,,EVMN,EVMN
G8833,E&M,,EVMN,EVMN
G8834,E&M,,EVMN,EVMN
G8838,E&M,,EVMN,EVMN
G8839,E&M,,EVMN,EVMN
G8840,E&M,,EVMN,EVMN
G8841,E&M,,EVMN,EVMN
G8842,E&M,,EVMN,EVMN
G8843,E&M,,EVMN,EVMN
G8844,E&M,,EVMN,EVMN
G8845,E&M,,EVMN,EVMN
G8846,E&M,,EVMN,EVMN
G8849,E&M,,EVMN,EVMN
G8850,E&M,,EVMN,EVMN
G8851,E&M,,EVMN,EVMN
G8852,E&M,,EVMN,EVMN
G8854,E&M,,EVMN,EVMN
G8855,E&M,,EVMN,EVMN
G8856,E&M,,EVMN,EVMN
G8857,E&M,,EVMN,EVMN
G8858,E&M,,EVMN,EVMN
G8861,E&M,,EVMN,EVMN
G8863,E&M,,EVMN,EVMN
G8865,E&M,,EVMN,EVMN
G8866,E&M,,EVMN,EVMN
G8867,E&M,,EVMN,EVMN
G8872,E&M,,EVMN,EVMN
G8873,E&M,,EVMN,EVMN
G8874,E&M,,EVMN,EVMN
G8875,E&M,,EVMN,EVMN
G8876,E&M,,EVMN,EVMN
G8877,E&M,,EVMN,EVMN
G8878,E&M,,EVMN,EVMN
G8879,E&M,,EVMN,EVMN
G8880,E&M,,EVMN,EVMN
G8881,E&M,,EVMN,EVMN
G8882,E&M,,EVMN,EVMN
G8883,E&M,,EVMN,EVMN
G8884,E&M,,EVMN,EVMN
G8885,E&M,,EVMN,EVMN
G8888,E&M,,EVMN,EVMN
G8906,E&M,,EVMN,EVMN
G8907,E&M,,EVMN,EVMN
G8908,E&M,,EVMN,EVMN
G8909,E&M,,EVMN,EVMN
G8910,E&M,,EVMN,EVMN
G8911,E&M,,EVMN,EVMN
G8912,E&M,,EVMN,EVMN
G8913,E&M,,EVMN,EVMN
G8914,E&M,,EVMN,EVMN
G8915,E&M,,EVMN,EVMN
G8918,E&M,,EVMN,EVMN
G8919,E&M,,EVMN,EVMN
G8920,E&M,,EVMN,EVMN
G8921,E&M,,EVMN,EVMN
G8923,E&M,,EVMN,EVMN
G8924,E&M,,EVMN,EVMN
G8925,E&M,,EVMN,EVMN
G8926,E&M,,EVMN,EVMN
G8929,E&M,,EVMN,EVMN
G8930,E&M,,EVMN,EVMN
G8931,E&M,,EVMN,EVMN
G8934,E&M,,EVMN,EVMN
G8936,E&M,,EVMN,EVMN
G8937,E&M,,EVMN,EVMN
G8938,E&M,,EVMN,EVMN
G8939,E&M,,EVMN,EVMN
G8940,E&M,,EVMN,EVMN
G8941,E&M,,EVMN,EVMN
G8942,E&M,,EVMN,EVMN
G8944,E&M,,EVMN,EVMN
G8946,E&M,,EVMN,EVMN
G8947,E&M,,EVMN,EVMN
G8948,E&M,,EVMN,EVMN
G8950,E&M,,EVMN,EVMN
G8951,E&M,,EVMN,EVMN
G8952,E&M,,EVMN,EVMN
G8953,E&M,,EVMN,EVMN
G8954,E&M,,EVMN,EVMN
G8955,E&M,,EVMN,EVMN
G8956,E&M,,EVMN,EVMN
G8958,E&M,,EVMN,EVMN
G8959,E&M,,EVMN,EVMN
G8960,E&M,,EVMN,EVMN
G8961,E&M,,EVMN,EVMN
G8962,E&M,,EVMN,EVMN
G8963,E&M,,EVMN,EVMN
G8964,E&M,,EVMN,EVMN
G8965,E&M,,EVMN,EVMN
G8966,E&M,,EVMN,EVMN
G8968,E&M,,EVMN,EVMN
G8969,E&M,,EVMN,EVMN
G8970,E&M,,EVMN,EVMN
G8971,E&M,,EVMN,EVMN
G8972,E&M,,EVMN,EVMN
G8973,E&M,,EVMN,EVMN
G8974,E&M,,EVMN,EVMN
G8975,E&M,,EVMN,EVMN
G8976,E&M,,EVMN,EVMN
G8978,E&M,,EVMN,EVMN
G8979,E&M,,EVMN,EVMN
G8980,E&M,,EVMN,EVMN
G8981,E&M,,EVMN,EVMN
G8982,E&M,,EVMN,EVMN
G8983,E&M,,EVMN,EVMN
G8984,E&M,,EVMN,EVMN
G8985,E&M,,EVMN,EVMN
G8986,E&M,,EVMN,EVMN
G8987,E&M,,EVMN,EVMN
G8988,E&M,,EVMN,EVMN
G8989,E&M,,EVMN,EVMN
G8990,E&M,,EVMN,EVMN
G8991,E&M,,EVMN,EVMN
G8992,E&M,,EVMN,EVMN
G8993,E&M,,EVMN,EVMN
G8994,E&M,,EVMN,EVMN
G8995,E&M,,EVMN,EVMN
G8996,E&M,,EVMN,EVMN
G8997,E&M,,EVMN,EVMN
G8998,E&M,,EVMN,EVMN
G8999,E&M,,EVMN,EVMN
G9143,E&M,,EVMN,EVMN
G9158,E&M,,EVMN,EVMN
G9159,E&M,,EVMN,EVMN
G9160,E&M,,EVMN,EVMN
G9161,E&M,,EVMN,EVMN
G9162,E&M,,EVMN,EVMN
G9163,E&M,,EVMN,EVMN
G9164,E&M,,EVMN,EVMN
G9165,E&M,,EVMN,EVMN
G9166,E&M,,EVMN,EVMN
G9167,E&M,,EVMN,EVMN
G9168,E&M,,EVMN,EVMN
G9169,E&M,,EVMN,EVMN
G9170,E&M,,EVMN,EVMN
G9171,E&M,,EVMN,EVMN
G9172,E&M,,EVMN,EVMN
G9173,E&M,,EVMN,EVMN
G9174,E&M,,EVMN,EVMN
G9175,E&M,,EVMN,EVMN
G9176,E&M,,EVMN,EVMN
G9186,E&M,,EVMN,EVMN
G9187,E&M,,EVMN,EVMN
G9188,E&M,,EVMN,EVMN
G9190,E&M,,EVMN,EVMN
G9191,E&M,,EVMN,EVMN
G9192,E&M,,EVMN,EVMN
G9196,E&M,,EVMN,EVMN
G9197,E&M,,EVMN,EVMN
G9198,E&M,,EVMN,EVMN
G9212,E&M,,EVMN,EVMN
G9213,E&M,,EVMN,EVMN
G9225,E&M,,EVMN,EVMN
G9226,E&M,,EVMN,EVMN
G9227,E&M,,EVMN,EVMN
G9228,E&M,,EVMN,EVMN
G9229,E&M,,EVMN,EVMN
G9230,E&M,,EVMN,EVMN
G9231,E&M,,EVMN,EVMN
G9232,E&M,,EVMN,EVMN
G9239,E&M,,EVMN,EVMN
G9240,E&M,,EVMN,EVMN
G9241,E&M,,EVMN,EVMN
G9242,E&M,,EVMN,EVMN
G9243,E&M,,EVMN,EVMN
G9246,E&M,,EVMN,EVMN
G9247,E&M,,EVMN,EVMN
G9250,E&M,,EVMN,EVMN
G9251,E&M,,EVMN,EVMN
G9255,E&M,,EVMN,EVMN
G9257,E&M,,EVMN,EVMN
G9258,E&M,,EVMN,EVMN
G9259,E&M,,EVMN,EVMN
G9260,E&M,,EVMN,EVMN
G9261,E&M,,EVMN,EVMN
G9262,E&M,,EVMN,EVMN
G9263,E&M,,EVMN,EVMN
G9264,E&M,,EVMN,EVMN
G9265,E&M,,EVMN,EVMN
G9266,E&M,,EVMN,EVMN
G9268,E&M,,EVMN,EVMN
G9269,E&M,,EVMN,EVMN
G9270,E&M,,EVMN,EVMN
G9273,E&M,,EVMN,EVMN
G9274,E&M,,EVMN,EVMN
G9275,E&M,,EVMN,EVMN
G9276,E&M,,EVMN,EVMN
G9277,E&M,,EVMN,EVMN
G9278,E&M,,EVMN,EVMN
G9279,E&M,,EVMN,EVMN
G9280,E&M,,EVMN,EVMN
G9281,E&M,,EVMN,EVMN
G9283,E&M,,EVMN,EVMN
G9286,E&M,,EVMN,EVMN
G9287,E&M,,EVMN,EVMN
G9291,E&M,,EVMN,EVMN
G9296,E&M,,EVMN,EVMN
G9297,E&M,,EVMN,EVMN
G9298,E&M,,EVMN,EVMN
G9299,E&M,,EVMN,EVMN
G9303,E&M,,EVMN,EVMN
G9304,E&M,,EVMN,EVMN
G9305,E&M,,EVMN,EVMN
G9306,E&M,,EVMN,EVMN
G9307,E&M,,EVMN,EVMN
G9308,E&M,,EVMN,EVMN
G9309,E&M,,EVMN,EVMN
G9310,E&M,,EVMN,EVMN
G9311,E&M,,EVMN,EVMN
G9312,E&M,,EVMN,EVMN
G9313,E&M,,EVMN,EVMN
G9314,E&M,,EVMN,EVMN
G9316,E&M,,EVMN,EVMN
G9317,E&M,,EVMN,EVMN
G9318,E&M,,EVMN,EVMN
G9319,E&M,,EVMN,EVMN
G9321,E&M,,EVMN,EVMN
G9322,E&M,,EVMN,EVMN
G9326,E&M,,EVMN,EVMN
G9327,E&M,,EVMN,EVMN
G9329,E&M,,EVMN,EVMN
G9340,E&M,,EVMN,EVMN
G9341,E&M,,EVMN,EVMN
G9342,E&M,,EVMN,EVMN
G9344,E&M,,EVMN,EVMN
G9345,E&M,,EVMN,EVMN
G9347,E&M,,EVMN,EVMN
G9348,E&M,,EVMN,EVMN
G9349,E&M,,EVMN,EVMN
G9350,E&M,,EVMN,EVMN
G9352,E&M,,EVMN,EVMN
G9353,E&M,,EVMN,EVMN
G9354,E&M,,EVMN,EVMN
G9355,E&M,,EVMN,EVMN
G9357,E&M,,EVMN,EVMN
G9358,E&M,,EVMN,EVMN
G9359,E&M,,EVMN,EVMN
G9360,E&M,,EVMN,EVMN
G9475,E&M,,EVMN,EVMN
G9477,E&M,,EVMN,EVMN
99281,Emergency Room,,EMGR,EMGR
99282,Emergency Room,,EMGR,EMGR
99283,Emergency Room,,EMGR,EMGR
99284,Emergency Room,,EMGR,EMGR
99285,Emergency Room,,EMGR,EMGR
99286,Emergency Room,,EMGR,EMGR
99287,Emergency Room,,EMGR,EMGR
99288,Emergency Room,,EMGR,EMGR
99289,Emergency Room,,EMGR,EMGR
99290,Emergency Room,,EMGR,EMGR
99291,Emergency Room,,EMGR,EMGR
99292,Emergency Room,,EMGR,EMGR
99466,Emergency Room,,EMGR,EMGR
99467,Emergency Room,,EMGR,EMGR
99468,Emergency Room,,EMGR,EMGR
99469,Emergency Room,,EMGR,EMGR
99470,Emergency Room,,EMGR,EMGR
99471,Emergency Room,,EMGR,EMGR
99472,Emergency Room,,EMGR,EMGR
99473,Emergency Room,,EMGR,EMGR
99474,Emergency Room,,EMGR,EMGR
99475,Emergency Room,,EMGR,EMGR
99476,Emergency Room,,EMGR,EMGR
99500,Home Health,,HMHL,
99503,Home Health,,HMHL,
99507,Home Health,,HMHL,
99508,Home Health,,HMHL,
99513,Home Health,,HMHL,
99514,Home Health,,HMHL,
99515,Home Health,,HMHL,
99516,Home Health,,HMHL,
99517,Home Health,,HMHL,
99518,Home Health,,HMHL,
99519,Home Health,,HMHL,
99520,Home Health,,HMHL,
99521,Home Health,,HMHL,
99522,Home Health,,HMHL,
99523,Home Health,,HMHL,
99524,Home Health,,HMHL,
99525,Home Health,,HMHL,
99526,Home Health,,HMHL,
99527,Home Health,,HMHL,
99528,Home Health,,HMHL,
99529,Home Health,,HMHL,
99530,Home Health,,HMHL,
99531,Home Health,,HMHL,
99532,Home Health,,HMHL,
99533,Home Health,,HMHL,
99534,Home Health,,HMHL,
99535,Home Health,,HMHL,
99536,Home Health,,HMHL,
99537,Home Health,,HMHL,
99538,Home Health,,HMHL,
99539,Home Health,,HMHL,
99540,Home Health,,HMHL,
99541,Home Health,,HMHL,
99542,Home Health,,HMHL,
99543,Home Health,,HMHL,
99544,Home Health,,HMHL,
99545,Home Health,,HMHL,
99546,Home Health,,HMHL,
99547,Home Health,,HMHL,
99548,Home Health,,HMHL,
99549,Home Health,,HMHL,
99550,Home Health,,HMHL,
99551,Home Health,,HMHL,
99552,Home Health,,HMHL,
99553,Home Health,,HMHL,
99554,Home Health,,HMHL,
99555,Home Health,,HMHL,
99556,Home Health,,HMHL,
99557,Home Health,,HMHL,
99558,Home Health,,HMHL,
99559,Home Health,,HMHL,
99560,Home Health,,HMHL,
99561,Home Health,,HMHL,
99562,Home Health,,HMHL,
99563,Home Health,,HMHL,
99564,Home Health,,HMHL,
99565,Home Health,,HMHL,
99566,Home Health,,HMHL,
99567,Home Health,,HMHL,
99568,Home Health,,HMHL,
99569,Home Health,,HMHL,
99570,Home Health,,HMHL,
99571,Home Health,,HMHL,
99572,Home Health,,HMHL,
99573,Home Health,,HMHL,
99574,Home Health,,HMHL,
99575,Home Health,,HMHL,
99576,Home Health,,HMHL,
99577,Home Health,,HMHL,
99578,Home Health,,HMHL,
99579,Home Health,,HMHL,
99580,Home Health,,HMHL,
99581,Home Health,,HMHL,
99582,Home Health,,HMHL,
99583,Home Health,,HMHL,
99584,Home Health,,HMHL,
99585,Home Health,,HMHL,
99586,Home Health,,HMHL,
99587,Home Health,,HMHL,
99588,Home Health,,HMHL,
99589,Home Health,,HMHL,
99590,Home Health,,HMHL,
99591,Home Health,,HMHL,
99592,Home Health,,HMHL,
99593,Home Health,,HMHL,
99594,Home Health,,HMHL,
99595,Home Health,,HMHL,
99596,Home Health,,HMHL,
99597,Home Health,,HMHL,
99598,Home Health,,HMHL,
99599,Home Health,,HMHL,
0332T,Imaging/Radiology,,RDLG,RDLG
0346T,Imaging/Radiology,,RDLG,RDLG
0347T,Imaging/Radiology,,RDLG,RDLG
0348T,Imaging/Radiology,,RDLG,RDLG
0349T,Imaging/Radiology,,RDLG,RDLG
0350T,Imaging/Radiology,,RDLG,RDLG
0351T,Imaging/Radiology,,RDLG,RDLG
0354T,Imaging/Radiology,,RDLG,RDLG
0398T,Imaging/Radiology,,RDLG,RDLG
0399T,Imaging/Radiology,,RDLG,RDLG
70010,Imaging/Radiology,,RDLG,RDLG
70015,Imaging/Radiology,,RDLG,RDLG
70030,Imaging/Radiology,,RDLG,RDLG
70100,Imaging/Radiology,,RDLG,RDLG
70110,Imaging/Radiology,,RDLG,RDLG
70120,Imaging/Radiology,,RDLG,RDLG
70130,Imaging/Radiology,,RDLG,RDLG
70134,Imaging/Radiology,,RDLG,RDLG
70140,Imaging/Radiology,,RDLG,RDLG
70150,Imaging/Radiology,,RDLG,RDLG
70160,Imaging/Radiology,,RDLG,RDLG
70170,Imaging/Radiology,,RDLG,RDLG
70190,Imaging/Radiology,,RDLG,RDLG
70200,Imaging/Radiology,,RDLG,RDLG
70210,Imaging/Radiology,,RDLG,RDLG
70220,Imaging/Radiology,,RDLG,RDLG
70240,Imaging/Radiology,,RDLG,RDLG
70250,Imaging/Radiology,,RDLG,RDLG
70260,Imaging/Radiology,,RDLG,RDLG
70300,Imaging/Radiology,,RDLG,RDLG
70310,Imaging/Radiology,,RDLG,RDLG
70320,Imaging/Radiology,,RDLG,RDLG
70328,Imaging/Radiology,,RDLG,RDLG
70330,Imaging/Radiology,,RDLG,RDLG
70332,Imaging/Radiology,,RDLG,RDLG
70336,Imaging/Radiology,,RDLG,RDLG
70350,Imaging/Radiology,,RDLG,RDLG
70355,Imaging/Radiology,,RDLG,RDLG
70360,Imaging/Radiology,,RDLG,RDLG
70370,Imaging/Radiology,,RDLG,RDLG
70371,Imaging/Radiology,,RDLG,RDLG
70380,Imaging/Radiology,,RDLG,RDLG
70390,Imaging/Radiology,,RDLG,RDLG
70450,Imaging/Radiology,,RDLG,RDLG
70460,Imaging/Radiology,,RDLG,RDLG
70470,Imaging/Radiology,,RDLG,RDLG
70480,Imaging/Radiology,,RDLG,RDLG
70481,Imaging/Radiology,,RDLG,RDLG
70482,Imaging/Radiology,,RDLG,RDLG
70486,Imaging/Radiology,,RDLG,RDLG
70487,Imaging/Radiology,,RDLG,RDLG
70488,Imaging/Radiology,,RDLG,RDLG
70490,Imaging/Radiology,,RDLG,RDLG
70491,Imaging/Radiology,,RDLG,RDLG
70492,Imaging/Radiology,,RDLG,RDLG
70496,Imaging/Radiology,,RDLG,RDLG
70498,Imaging/Radiology,,RDLG,RDLG
70540,Imaging/Radiology,,RDLG,RDLG
70542,Imaging/Radiology,,RDLG,RDLG
70543,Imaging/Radiology,,RDLG,RDLG
70544,Imaging/Radiology,,RDLG,RDLG
70545,Imaging/Radiology,,RDLG,RDLG
70546,Imaging/Radiology,,RDLG,RDLG
70547,Imaging/Radiology,,RDLG,RDLG
70548,Imaging/Radiology,,RDLG,RDLG
70549,Imaging/Radiology,,RDLG,RDLG
70551,Imaging/Radiology,,RDLG,RDLG
70552,Imaging/Radiology,,RDLG,RDLG
70553,Imaging/Radiology,,RDLG,RDLG
70554,Imaging/Radiology,,RDLG,RDLG
70555,Imaging/Radiology,,RDLG,RDLG
70557,Imaging/Radiology,,RDLG,RDLG
70558,Imaging/Radiology,,RDLG,RDLG
70559,Imaging/Radiology,,RDLG,RDLG
71010,Imaging/Radiology,,RDLG,RDLG
71015,Imaging/Radiology,,RDLG,RDLG
71020,Imaging/Radiology,,RDLG,RDLG
71021,Imaging/Radiology,,RDLG,RDLG
71022,Imaging/Radiology,,RDLG,RDLG
71023,Imaging/Radiology,,RDLG,RDLG
71030,Imaging/Radiology,,RDLG,RDLG
71034,Imaging/Radiology,,RDLG,RDLG
71035,Imaging/Radiology,,RDLG,RDLG
71040,Imaging/Radiology,,RDLG,RDLG
71045,Imaging/Radiology,,RDLG,RDLG
71046,Imaging/Radiology,,RDLG,RDLG
71090,Imaging/Radiology,,RDLG,RDLG
71100,Imaging/Radiology,,RDLG,RDLG
71101,Imaging/Radiology,,RDLG,RDLG
71110,Imaging/Radiology,,RDLG,RDLG
71111,Imaging/Radiology,,RDLG,RDLG
71120,Imaging/Radiology,,RDLG,RDLG
71130,Imaging/Radiology,,RDLG,RDLG
71250,Imaging/Radiology,,RDLG,RDLG
71260,Imaging/Radiology,,RDLG,RDLG
71270,Imaging/Radiology,,RDLG,RDLG
71275,Imaging/Radiology,,RDLG,RDLG
71550,Imaging/Radiology,,RDLG,RDLG
71551,Imaging/Radiology,,RDLG,RDLG
71552,Imaging/Radiology,,RDLG,RDLG
71555,Imaging/Radiology,,RDLG,RDLG
72010,Imaging/Radiology,,RDLG,RDLG
72020,Imaging/Radiology,,RDLG,RDLG
72040,Imaging/Radiology,,RDLG,RDLG
72050,Imaging/Radiology,,RDLG,RDLG
72052,Imaging/Radiology,,RDLG,RDLG
72069,Imaging/Radiology,,RDLG,RDLG
72070,Imaging/Radiology,,RDLG,RDLG
72072,Imaging/Radiology,,RDLG,RDLG
72074,Imaging/Radiology,,RDLG,RDLG
72080,Imaging/Radiology,,RDLG,RDLG
72081,Imaging/Radiology,,RDLG,RDLG
72082,Imaging/Radiology,,RDLG,RDLG
72083,Imaging/Radiology,,RDLG,RDLG
72084,Imaging/Radiology,,RDLG,RDLG
72090,Imaging/Radiology,,RDLG,RDLG
72100,Imaging/Radiology,,RDLG,RDLG
72110,Imaging/Radiology,,RDLG,RDLG
72114,Imaging/Radiology,,RDLG,RDLG
72120,Imaging/Radiology,,RDLG,RDLG
72125,Imaging/Radiology,,RDLG,RDLG
72126,Imaging/Radiology,,RDLG,RDLG
72127,Imaging/Radiology,,RDLG,RDLG
72128,Imaging/Radiology,,RDLG,RDLG
72129,Imaging/Radiology,,RDLG,RDLG
72130,Imaging/Radiology,,RDLG,RDLG
72131,Imaging/Radiology,,RDLG,RDLG
72132,Imaging/Radiology,,RDLG,RDLG
72133,Imaging/Radiology,,RDLG,RDLG
72141,Imaging/Radiology,,RDLG,RDLG
72142,Imaging/Radiology,,RDLG,RDLG
72146,Imaging/Radiology,,RDLG,RDLG
72147,Imaging/Radiology,,RDLG,RDLG
72148,Imaging/Radiology,,RDLG,RDLG
72149,Imaging/Radiology,,RDLG,RDLG
72156,Imaging/Radiology,,RDLG,RDLG
72157,Imaging/Radiology,,RDLG,RDLG
72158,Imaging/Radiology,,RDLG,RDLG
72159,Imaging/Radiology,,RDLG,RDLG
72170,Imaging/Radiology,,RDLG,RDLG
72190,Imaging/Radiology,,RDLG,RDLG
72191,Imaging/Radiology,,RDLG,RDLG
72192,Imaging/Radiology,,RDLG,RDLG
72193,Imaging/Radiology,,RDLG,RDLG
72194,Imaging/Radiology,,RDLG,RDLG
72195,Imaging/Radiology,,RDLG,RDLG
72196,Imaging/Radiology,,RDLG,RDLG
72197,Imaging/Radiology,,RDLG,RDLG
72198,Imaging/Radiology,,RDLG,RDLG
72200,Imaging/Radiology,,RDLG,RDLG
72202,Imaging/Radiology,,RDLG,RDLG
72220,Imaging/Radiology,,RDLG,RDLG
72240,Imaging/Radiology,,RDLG,RDLG
72255,Imaging/Radiology,,RDLG,RDLG
72265,Imaging/Radiology,,RDLG,RDLG
72270,Imaging/Radiology,,RDLG,RDLG
72275,Imaging/Radiology,,RDLG,RDLG
72285,Imaging/Radiology,,RDLG,RDLG
72295,Imaging/Radiology,,RDLG,RDLG
73000,Imaging/Radiology,,RDLG,RDLG
73010,Imaging/Radiology,,RDLG,RDLG
73020,Imaging/Radiology,,RDLG,RDLG
73030,Imaging/Radiology,,RDLG,RDLG
73040,Imaging/Radiology,,RDLG,RDLG
73050,Imaging/Radiology,,RDLG,RDLG
73060,Imaging/Radiology,,RDLG,RDLG
73070,Imaging/Radiology,,RDLG,RDLG
73080,Imaging/Radiology,,RDLG,RDLG
73085,Imaging/Radiology,,RDLG,RDLG
73090,Imaging/Radiology,,RDLG,RDLG
73092,Imaging/Radiology,,RDLG,RDLG
73100,Imaging/Radiology,,RDLG,RDLG
73110,Imaging/Radiology,,RDLG,RDLG
73115,Imaging/Radiology,,RDLG,RDLG
73120,Imaging/Radiology,,RDLG,RDLG
73130,Imaging/Radiology,,RDLG,RDLG
73140,Imaging/Radiology,,RDLG,RDLG
73200,Imaging/Radiology,,RDLG,RDLG
73201,Imaging/Radiology,,RDLG,RDLG
73202,Imaging/Radiology,,RDLG,RDLG
73206,Imaging/Radiology,,RDLG,RDLG
73218,Imaging/Radiology,,RDLG,RDLG
73219,Imaging/Radiology,,RDLG,RDLG
73220,Imaging/Radiology,,RDLG,RDLG
73221,Imaging/Radiology,,RDLG,RDLG
73222,Imaging/Radiology,,RDLG,RDLG
73223,Imaging/Radiology,,RDLG,RDLG
73225,Imaging/Radiology,,RDLG,RDLG
73500,Imaging/Radiology,,RDLG,RDLG
73501,Imaging/Radiology,,RDLG,RDLG
73502,Imaging/Radiology,,RDLG,RDLG
73503,Imaging/Radiology,,RDLG,RDLG
73510,Imaging/Radiology,,RDLG,RDLG
73520,Imaging/Radiology,,RDLG,RDLG
73521,Imaging/Radiology,,RDLG,RDLG
73522,Imaging/Radiology,,RDLG,RDLG
73523,Imaging/Radiology,,RDLG,RDLG
73525,Imaging/Radiology,,RDLG,RDLG
73530,Imaging/Radiology,,RDLG,RDLG
73540,Imaging/Radiology,,RDLG,RDLG
73542,Imaging/Radiology,,RDLG,RDLG
73550,Imaging/Radiology,,RDLG,RDLG
73551,Imaging/Radiology,,RDLG,RDLG
73552,Imaging/Radiology,,RDLG,RDLG
73560,Imaging/Radiology,,RDLG,RDLG
73562,Imaging/Radiology,,RDLG,RDLG
73564,Imaging/Radiology,,RDLG,RDLG
73565,Imaging/Radiology,,RDLG,RDLG
73580,Imaging/Radiology,,RDLG,RDLG
73590,Imaging/Radiology,,RDLG,RDLG
73592,Imaging/Radiology,,RDLG,RDLG
73600,Imaging/Radiology,,RDLG,RDLG
73610,Imaging/Radiology,,RDLG,RDLG
73615,Imaging/Radiology,,RDLG,RDLG
73620,Imaging/Radiology,,RDLG,RDLG
73630,Imaging/Radiology,,RDLG,RDLG
73650,Imaging/Radiology,,RDLG,RDLG
73660,Imaging/Radiology,,RDLG,RDLG
73700,Imaging/Radiology,,RDLG,RDLG
73701,Imaging/Radiology,,RDLG,RDLG
73702,Imaging/Radiology,,RDLG,RDLG
73706,Imaging/Radiology,,RDLG,RDLG
73718,Imaging/Radiology,,RDLG,RDLG
73719,Imaging/Radiology,,RDLG,RDLG
73720,Imaging/Radiology,,RDLG,RDLG
73721,Imaging/Radiology,,RDLG,RDLG
73722,Imaging/Radiology,,RDLG,RDLG
73723,Imaging/Radiology,,RDLG,RDLG
73725,Imaging/Radiology,,RDLG,RDLG
74000,Imaging/Radiology,,RDLG,RDLG
74010,Imaging/Radiology,,RDLG,RDLG
74018,Imaging/Radiology,,RDLG,RDLG
74019,Imaging/Radiology,,RDLG,RDLG
74020,Imaging/Radiology,,RDLG,RDLG
74022,Imaging/Radiology,,RDLG,RDLG
74150,Imaging/Radiology,,RDLG,RDLG
74160,Imaging/Radiology,,RDLG,RDLG
74170,Imaging/Radiology,,RDLG,RDLG
74174,Imaging/Radiology,,RDLG,RDLG
74175,Imaging/Radiology,,RDLG,RDLG
74176,Imaging/Radiology,,RDLG,RDLG
74177,Imaging/Radiology,,RDLG,RDLG
74178,Imaging/Radiology,,RDLG,RDLG
74181,Imaging/Radiology,,RDLG,RDLG
74182,Imaging/Radiology,,RDLG,RDLG
74183,Imaging/Radiology,,RDLG,RDLG
74185,Imaging/Radiology,,RDLG,RDLG
74190,Imaging/Radiology,,RDLG,RDLG
74210,Imaging/Radiology,,RDLG,RDLG
74220,Imaging/Radiology,,RDLG,RDLG
74230,Imaging/Radiology,,RDLG,RDLG
74235,Imaging/Radiology,,RDLG,RDLG
74240,Imaging/Radiology,,RDLG,RDLG
74241,Imaging/Radiology,,RDLG,RDLG
74245,Imaging/Radiology,,RDLG,RDLG
74246,Imaging/Radiology,,RDLG,RDLG
74247,Imaging/Radiology,,RDLG,RDLG
74249,Imaging/Radiology,,RDLG,RDLG
74250,Imaging/Radiology,,RDLG,RDLG
74251,Imaging/Radiology,,RDLG,RDLG
74260,Imaging/Radiology,,RDLG,RDLG
74261,Imaging/Radiology,,RDLG,RDLG
74262,Imaging/Radiology,,RDLG,RDLG
74263,Imaging/Radiology,,RDLG,RDLG
74270,Imaging/Radiology,,RDLG,RDLG
74280,Imaging/Radiology,,RDLG,RDLG
74283,Imaging/Radiology,,RDLG,RDLG
74290,Imaging/Radiology,,RDLG,RDLG
74300,Imaging/Radiology,,RDLG,RDLG
74301,Imaging/Radiology,,RDLG,RDLG
74305,Imaging/Radiology,,RDLG,RDLG
74320,Imaging/Radiology,,RDLG,RDLG
74328,Imaging/Radiology,,RDLG,RDLG
74329,Imaging/Radiology,,RDLG,RDLG
74330,Imaging/Radiology,,RDLG,RDLG
74340,Imaging/Radiology,,RDLG,RDLG
74355,Imaging/Radiology,,RDLG,RDLG
74360,Imaging/Radiology,,RDLG,RDLG
74363,Imaging/Radiology,,RDLG,RDLG
74400,Imaging/Radiology,,RDLG,RDLG
74410,Imaging/Radiology,,RDLG,RDLG
74415,Imaging/Radiology,,RDLG,RDLG
74420,Imaging/Radiology,,RDLG,RDLG
74425,Imaging/Radiology,,RDLG,RDLG
74430,Imaging/Radiology,,RDLG,RDLG
74440,Imaging/Radiology,,RDLG,RDLG
74445,Imaging/Radiology,,RDLG,RDLG
74450,Imaging/Radiology,,RDLG,RDLG
74455,Imaging/Radiology,,RDLG,RDLG
74470,Imaging/Radiology,,RDLG,RDLG
74475,Imaging/Radiology,,RDLG,RDLG
74480,Imaging/Radiology,,RDLG,RDLG
74485,Imaging/Radiology,,RDLG,RDLG
74710,Imaging/Radiology,,RDLG,RDLG
74712,Imaging/Radiology,,RDLG,RDLG
74713,Imaging/Radiology,,RDLG,RDLG
74740,Imaging/Radiology,,RDLG,RDLG
74742,Imaging/Radiology,,RDLG,RDLG
74775,Imaging/Radiology,,RDLG,RDLG
75557,Imaging/Radiology,,RDLG,RDLG
75559,Imaging/Radiology,,RDLG,RDLG
75561,Imaging/Radiology,,RDLG,RDLG
75562,Imaging/Radiology,,RDLG,RDLG
75563,Imaging/Radiology,,RDLG,RDLG
75565,Imaging/Radiology,,RDLG,RDLG
75571,Imaging/Radiology,,RDLG,RDLG
75572,Imaging/Radiology,,RDLG,RDLG
75573,Imaging/Radiology,,RDLG,RDLG
